"student_id","program_id","cohort_year","age","gender","first_gen","year_in_prog","funding","social_support","advisor_quality","hours_worked","imp1","imp2","imp3","imp4","imp5","stress1","stress2","stress3","stress4","stress5","wellbeing","counseling"
216,"prog_1","cohort_1",27,"woman",1,3,"fellowship",5.4,5.7,50,2,1,2,2,3,2,3,3,3,3,72.2,0
217,"prog_1","cohort_1",31,"man",0,2,"RA",2.4,3.7,50,3,4,4,3,4,3,2,4,4,3,27.3,1
218,"prog_1","cohort_2",23,"man",0,1,"TA",5.1,4.3,57,4,4,3,4,4,4,4,4,5,5,43.7,0
219,"prog_5","cohort_1",29,"man",0,6,"unfunded",5.3,8.4,58,1,1,1,1,1,3,4,4,4,4,51.2,0
220,"prog_4","cohort_1",26,"woman",1,1,"RA",5.3,2.3,49,4,4,4,3,4,4,3,3,3,3,60.9,1
221,"prog_2","cohort_1",28,"woman",0,3,"unfunded",4.6,6.1,57,3,2,3,2,2,5,5,5,5,5,49.3,0
222,"prog_4","cohort_3",30,"woman",0,2,"TA",4.3,4.1,60,3,4,4,4,4,5,4,3,4,5,41.8,1
223,"prog_4","cohort_1",23,"man",0,6,"unfunded",7.2,5.5,56,2,4,3,3,2,3,3,2,2,3,62.3,0
224,"prog_5","cohort_3",24,"man",0,5,"RA",5.4,6.2,51,2,1,3,2,2,5,5,5,5,5,36.2,1
225,"prog_2","cohort_3",28,"man",0,5,"TA",6.6,4.4,44,4,3,4,3,4,3,4,3,3,4,60.2,0
226,"prog_3","cohort_1",25,"woman",0,6,"fellowship",5.7,4.7,58,3,3,4,2,3,3,2,2,3,3,61,0
227,"prog_3","cohort_2",27,"man",0,3,"TA",4.5,5.4,48,1,1,1,1,1,3,3,2,2,3,54.2,0
228,"prog_3","cohort_3",24,"woman",0,2,"RA",4.7,3.4,60,3,2,3,1,2,1,1,1,1,1,67.5,0
229,"prog_5","cohort_1",26,"man",0,1,"RA",6.2,3.9,46,4,3,4,4,3,5,5,4,5,4,32.2,1
230,"prog_6","cohort_3",27,"man",0,3,"RA",4.3,7,70,4,4,5,5,4,3,3,3,3,3,42.7,1
231,"prog_2","cohort_3",26,"woman",0,3,"TA",3.7,5.9,47,2,3,3,3,3,3,3,2,2,4,42.3,0
232,"prog_6","cohort_3",25,"man",1,2,"RA",6.5,5.7,65,3,3,2,2,3,3,3,3,2,4,43.4,0
233,"prog_3","cohort_1",27,"man",0,6,"RA",6.2,4.3,50,1,2,2,2,2,3,2,4,2,4,59,1
234,"prog_2","cohort_1",22,"woman",1,3,"TA",5.9,5.4,68,2,1,2,1,1,3,4,3,4,4,53.6,0
235,"prog_1","cohort_2",29,"woman",0,1,"fellowship",6.5,6.8,59,2,1,2,2,3,3,3,3,4,3,68.2,1
236,"prog_5","cohort_1",30,"man",0,3,"TA",4.9,2.5,73,2,3,3,3,3,2,1,1,1,1,26.7,0
237,"prog_4","cohort_2",25,"nonbinary",1,1,"RA",3.8,3.2,59,2,3,2,2,3,4,4,4,4,4,22.8,0
238,"prog_2","cohort_1",27,"woman",1,2,"TA",3.8,4.8,44,2,3,3,2,3,4,4,4,3,3,48.7,1
239,"prog_2","cohort_1",26,"nonbinary",0,2,"TA",4.2,3.5,49,2,2,2,2,2,3,3,3,4,4,40.3,0
240,"prog_3","cohort_3",29,"woman",0,5,"TA",5.1,5.1,46,3,3,2,3,4,4,5,4,4,5,53.4,0
241,"prog_5","cohort_1",23,"man",1,6,"fellowship",3.6,7.3,62,5,5,4,4,5,3,3,2,2,3,20.7,0
242,"prog_6","cohort_2",31,"woman",0,2,"RA",6.9,5.5,38,4,3,3,2,3,4,3,2,2,3,76.7,0
243,"prog_4","cohort_2",29,"woman",1,1,"unfunded",7,4.4,68,1,1,1,1,1,3,3,3,3,2,65.9,1
244,"prog_2","cohort_2",29,"woman",0,1,"fellowship",2.8,4.1,44,3,2,2,3,3,5,5,5,5,4,43.8,0
245,"prog_1","cohort_1",23,"woman",1,3,"RA",4.4,7.5,41,5,4,4,4,4,3,3,4,3,4,39.3,1
246,"prog_3","cohort_3",29,"man",0,2,"TA",3.9,4.7,63,4,4,4,4,4,3,4,2,3,3,36.7,0
247,"prog_3","cohort_1",27,"woman",0,3,"unfunded",4.1,5.2,64,2,3,3,3,3,2,2,1,2,2,66.4,0
248,"prog_6","cohort_2",25,"woman",0,6,"TA",5.9,4.3,61,5,4,5,5,3,4,3,3,4,3,44.7,1
249,"prog_4","cohort_3",26,"man",0,6,"TA",7.3,5.6,48,3,3,3,3,3,4,3,4,5,4,46.1,0
250,"prog_2","cohort_2",30,"woman",0,2,"RA",5,6.5,44,3,3,2,3,3,3,5,4,4,4,52.7,1
251,"prog_1","cohort_1",31,"woman",0,2,"TA",6.9,4.3,63,3,4,4,3,4,1,2,2,2,2,56.1,1
252,"prog_3","cohort_2",30,"woman",0,3,"fellowship",5.6,4.3,49,3,3,2,2,2,3,3,4,4,4,75.9,0
253,"prog_2","cohort_1",29,"man",1,3,"TA",5,4.7,48,3,3,2,3,3,4,4,4,3,3,26.5,0
254,"prog_1","cohort_3",26,"woman",1,3,"RA",7.2,3.6,47,2,2,2,3,4,3,3,4,4,3,59.2,0
255,"prog_3","cohort_3",31,"woman",0,1,"fellowship",7,4.4,61,1,1,2,1,2,3,3,4,4,3,71.4,1
256,"prog_2","cohort_2",28,"woman",0,2,"fellowship",5,4.4,65,4,4,3,4,3,5,5,5,5,5,33.5,1
257,"prog_6","cohort_2",25,"woman",0,4,"fellowship",5.7,5.6,72,3,3,3,3,3,1,2,1,2,2,45.6,0
258,"prog_4","cohort_3",26,"woman",0,3,"unfunded",5.8,4.5,55,4,4,4,3,3,5,4,4,4,4,60.3,1
259,"prog_5","cohort_3",31,"woman",0,3,"RA",5.8,4.8,48,3,3,4,4,3,4,3,4,3,4,56.4,1
260,"prog_4","cohort_2",27,"man",0,2,"fellowship",5.6,6.7,55,3,2,4,4,3,2,1,2,1,1,64.4,0
261,"prog_3","cohort_3",27,"woman",0,4,"TA",4.1,4.4,55,3,3,4,3,4,3,3,2,2,2,56.6,1
262,"prog_4","cohort_2",26,"woman",0,6,"RA",4.9,4.5,62,2,2,3,2,2,3,3,3,3,3,48.7,0
263,"prog_2","cohort_1",29,"man",1,1,"TA",6.7,7.4,72,4,2,3,3,3,5,5,5,5,5,36.2,1
264,"prog_4","cohort_3",28,"man",0,4,"unfunded",7.2,3.2,55,3,3,3,3,3,4,5,3,4,5,51,1
265,"prog_1","cohort_1",28,"woman",0,2,"RA",4.5,5,57,3,4,4,3,4,4,4,4,4,4,39.3,1
266,"prog_4","cohort_2",32,"woman",0,5,"RA",2.9,4.4,61,2,2,3,2,3,4,3,4,4,3,49.5,0
267,"prog_3","cohort_3",27,"man",0,4,"TA",6,5.7,75,4,3,3,3,3,3,3,2,3,3,48.1,0
268,"prog_3","cohort_2",25,"woman",1,1,"fellowship",5,3.7,63,3,2,2,2,2,4,4,3,5,4,41.4,0
269,"prog_3","cohort_3",21,"man",0,1,"fellowship",4.8,5,68,3,2,3,2,2,4,3,3,4,4,40.5,0
270,"prog_6","cohort_3",27,"woman",0,6,"TA",4,6.4,51,4,4,4,4,4,3,3,3,3,4,49.1,0
271,"prog_1","cohort_1",27,"woman",1,4,"TA",2.3,5,48,4,4,4,4,3,1,1,2,1,1,42.4,0
272,"prog_3","cohort_2",24,"woman",0,2,"TA",4.6,6.7,39,2,3,2,2,3,3,2,2,2,2,67.2,0
273,"prog_3","cohort_2",28,"woman",0,5,"TA",6.4,3.8,57,3,4,5,4,3,4,5,5,4,3,57.1,1
274,"prog_2","cohort_1",27,"man",0,3,"RA",7.1,4.3,54,4,5,3,4,4,3,3,3,3,3,34.2,1
275,"prog_4","cohort_1",26,"woman",0,6,"fellowship",5.6,5.8,73,3,3,3,3,3,1,2,3,2,1,42.1,1
276,"prog_1","cohort_2",24,"woman",0,2,"TA",5.3,6.8,37,2,3,3,2,3,4,5,5,5,5,63.1,1
277,"prog_5","cohort_2",18,"woman",1,2,"TA",3.3,5.5,52,2,2,2,2,2,3,4,4,3,2,38.5,1
278,"prog_4","cohort_1",23,"woman",0,3,"fellowship",2.7,4.4,44,3,3,3,2,4,4,3,2,4,2,42.9,1
279,"prog_5","cohort_2",26,"woman",0,2,"fellowship",6.1,3.8,54,3,2,3,2,3,3,3,3,3,3,63.4,0
280,"prog_3","cohort_2",24,"man",0,5,"TA",4.4,4.9,53,3,3,2,4,3,3,4,4,3,4,41.9,0
281,"prog_6","cohort_1",22,"woman",0,5,"TA",4.4,5.5,52,3,3,3,3,3,4,3,4,4,4,53.9,0
282,"prog_6","cohort_1",29,"woman",0,1,"unfunded",3.8,3.4,35,2,3,2,2,2,1,2,2,2,2,50.7,0
283,"prog_1","cohort_3",28,"man",1,6,"fellowship",2.9,5.3,51,2,3,2,3,3,4,4,3,4,3,36.7,0
284,"prog_5","cohort_2",26,"man",0,5,"unfunded",4.1,7,52,2,2,2,2,1,4,4,4,3,4,29.8,0
285,"prog_3","cohort_1",31,"woman",0,1,"RA",6.2,5.2,44,2,3,3,3,1,2,3,3,3,3,64,0
286,"prog_2","cohort_2",24,"woman",0,2,"unfunded",5.4,7.2,51,2,1,2,3,1,2,3,3,2,4,55.2,1
287,"prog_3","cohort_3",26,"man",1,4,"RA",5.3,3.7,61,2,4,3,2,3,3,3,4,2,2,35.9,1
288,"prog_5","cohort_1",28,"woman",0,2,"TA",7.1,6.3,49,4,3,3,3,4,3,4,2,3,3,60.6,0
289,"prog_2","cohort_1",33,"woman",0,3,"TA",2.4,4.8,71,3,4,3,3,3,3,4,4,3,3,37.1,0
290,"prog_4","cohort_2",31,"man",0,4,"TA",5.8,3.6,54,3,3,4,3,3,2,3,3,3,3,51.1,1
291,"prog_2","cohort_1",25,"woman",0,5,"fellowship",5.5,8.2,61,4,4,4,5,4,3,2,3,2,3,56.5,1
292,"prog_6","cohort_3",26,"woman",0,2,"fellowship",3.8,2.8,61,4,3,3,3,2,3,2,3,3,3,34.2,1
293,"prog_6","cohort_2",21,"man",0,1,"TA",4.9,4.8,42,1,2,2,2,2,4,4,5,4,3,35.5,1
294,"prog_1","cohort_1",27,"woman",0,2,"RA",6.3,4.2,54,4,4,4,4,4,4,4,4,5,3,42.6,1
295,"prog_2","cohort_1",30,"man",0,6,"RA",2.6,2,50,4,5,4,4,3,2,2,2,3,3,28.6,1
296,"prog_4","cohort_3",24,"nonbinary",1,1,"TA",3.4,5.9,47,2,3,2,2,2,2,3,2,2,3,50.7,1
297,"prog_2","cohort_3",31,"man",1,3,"TA",4.1,4.6,48,3,3,5,3,3,3,3,3,3,3,40.2,1
298,"prog_4","cohort_2",25,"nonbinary",0,3,"fellowship",6.4,4.4,54,1,1,2,2,1,3,3,3,3,3,62.7,0
299,"prog_3","cohort_3",31,"woman",0,2,"fellowship",5.7,5.5,54,4,4,5,4,4,3,3,3,3,3,57.4,1
300,"prog_5","cohort_1",22,"woman",0,6,"TA",5.8,4.5,54,4,3,3,3,4,5,5,5,4,4,49.2,0
